"Date" "Value"
"486" 2015-07-12 48
"487" 2015-07-13 NA
"488" 2015-07-14 NA
"489" 2015-07-15 22
"490" 2015-07-16 7
"491" 2015-07-17 16
"492" 2015-07-18 8
"493" 2015-07-19 5
"494" 2015-07-20 8
"495" 2015-07-21 2
"496" 2015-07-22 NA
"497" 2015-07-23 NA
"498" 2015-07-24 NA
"499" 2015-07-25 7
"500" 2015-07-26 NA
"501" 2015-07-27 NA
"502" 2015-07-28 8
"503" 2015-07-29 22
"504" 2015-07-30 NA
"505" 2015-07-31 NA
"506" 2015-08-01 NA
"507" 2015-08-02 NA
"508" 2015-08-03 NA
"509" 2015-08-04 7
"510" 2015-08-05 NA
"511" 2015-08-06 NA
"512" 2015-08-07 70
"513" 2015-08-08 NA
"514" 2015-08-09 NA
"515" 2015-08-10 3
"516" 2015-08-11 4
"517" 2015-08-12 NA
"518" 2015-08-13 3
"519" 2015-08-14 NA
"520" 2015-08-15 NA
"521" 2015-08-16 NA
"522" 2015-08-17 NA
"523" 2015-08-18 5
"524" 2015-08-19 3
"525" 2015-08-20 5
"526" 2015-08-21 NA
"527" 2015-08-22 NA
"528" 2015-08-23 NA
"529" 2015-08-24 5
"530" 2015-08-25 NA
"531" 2015-08-26 NA
"532" 2015-08-27 NA
"533" 2015-08-28 NA
"534" 2015-08-29 NA
"535" 2015-08-30 80
"536" 2015-08-31 NA
"537" 2015-09-01 10
"538" 2015-09-02 8
"539" 2015-09-03 NA
"540" 2015-09-04 NA
"541" 2015-09-05 NA
"542" 2015-09-06 12
"543" 2015-09-07 NA
"544" 2015-09-08 5
"545" 2015-09-09 9
"546" 2015-09-10 10
"547" 2015-09-11 NA
"548" 2015-09-12 NA
"549" 2015-09-13 38
"550" 2015-09-14 NA
"551" 2015-09-15 10
"552" 2015-09-16 12
"553" 2015-09-17 NA
"554" 2015-09-18 8
"555" 2015-09-19 12
"556" 2015-09-20 NA
"557" 2015-09-21 NA
"558" 2015-09-22 NA
"559" 2015-09-23 NA
"560" 2015-09-24 NA
"561" 2015-09-25 NA
"562" 2015-09-26 5
"563" 2015-09-27 NA
"564" 2015-09-28 NA
"565" 2015-09-29 10
"566" 2015-09-30 NA
"567" 2015-10-01 5
"568" 2015-10-02 NA
"569" 2015-10-03 115
"570" 2015-10-04 NA
"571" 2015-10-05 115
"572" 2015-10-06 NA
"573" 2015-10-07 NA
"574" 2015-10-08 NA
"575" 2015-10-09 21
"576" 2015-10-10 NA
"577" 2015-10-11 NA
"578" 2015-10-12 NA
"579" 2015-10-13 NA
"580" 2015-10-14 21
"581" 2015-10-15 NA
"582" 2015-10-16 7
"583" 2015-10-17 13
"584" 2015-10-18 NA
"585" 2015-10-19 73
"586" 2015-10-20 NA
"587" 2015-10-21 NA
"588" 2015-10-22 NA
"589" 2015-10-23 NA
"590" 2015-10-24 NA
"591" 2015-10-25 NA
"592" 2015-10-26 NA
"593" 2015-10-27 41
"594" 2015-10-28 NA
"595" 2015-10-29 NA
"596" 2015-10-30 NA
"597" 2015-10-31 5
"598" 2015-11-01 80
"599" 2015-11-02 70
"600" 2015-11-03 NA
"601" 2015-11-04 NA
"602" 2015-11-05 NA
"603" 2015-11-06 30
"604" 2015-11-07 31
"605" 2015-11-08 120
"606" 2015-11-09 NA
"607" 2015-11-10 NA
"608" 2015-11-11 NA
"609" 2015-11-12 NA
"610" 2015-11-13 NA
"611" 2015-11-14 12
"612" 2015-11-15 17
"613" 2015-11-16 NA
"614" 2015-11-17 NA
"615" 2015-11-18 NA
"616" 2015-11-19 100
"617" 2015-11-20 NA
"618" 2015-11-21 NA
"619" 2015-11-22 NA
"620" 2015-11-23 NA
"621" 2015-11-24 NA
"622" 2015-11-25 NA
"623" 2015-11-26 NA
"624" 2015-11-27 10
"625" 2015-11-28 NA
"626" 2015-11-29 30
"627" 2015-11-30 13
"628" 2015-12-01 5
"629" 2015-12-02 NA
"630" 2015-12-03 NA
"631" 2015-12-04 3
"632" 2015-12-05 NA
"633" 2015-12-06 NA
"634" 2015-12-07 10
"635" 2015-12-08 NA
"636" 2015-12-09 NA
"637" 2015-12-10 NA
"638" 2015-12-11 NA
"639" 2015-12-12 NA
"640" 2015-12-13 NA
"641" 2015-12-14 4
"642" 2015-12-15 NA
"643" 2015-12-16 NA
"644" 2015-12-17 12
"645" 2015-12-18 12
"646" 2015-12-19 NA
"647" 2015-12-20 NA
"648" 2015-12-21 4
"649" 2015-12-22 NA
"650" 2015-12-23 8
"651" 2015-12-24 NA
"652" 2015-12-25 NA
"653" 2015-12-26 NA
"654" 2015-12-27 NA
"655" 2015-12-28 NA
"656" 2015-12-29 NA
"657" 2015-12-30 NA
"658" 2015-12-31 NA
"659" 2016-01-01 NA
"660" 2016-01-02 NA
"661" 2016-01-03 NA
"662" 2016-01-04 NA
"663" 2016-01-05 NA
"664" 2016-01-06 NA
"665" 2016-01-07 NA
"666" 2016-01-08 NA
"667" 2016-01-09 NA
"668" 2016-01-10 NA
"669" 2016-01-11 NA
"670" 2016-01-12 NA
"671" 2016-01-13 NA
"672" 2016-01-14 NA
"673" 2016-01-15 NA
"674" 2016-01-16 NA
"675" 2016-01-17 NA
"676" 2016-01-18 NA
"677" 2016-01-19 NA
"678" 2016-01-20 NA
"679" 2016-01-21 NA
"680" 2016-01-22 1
"681" 2016-01-23 NA
"682" 2016-01-24 NA
"683" 2016-01-25 NA
"684" 2016-01-26 NA
"685" 2016-01-27 NA
"686" 2016-01-28 NA
"687" 2016-01-29 NA
"688" 2016-01-30 NA
"689" 2016-01-31 NA
"690" 2016-02-01 NA
"691" 2016-02-02 NA
"692" 2016-02-03 NA
"693" 2016-02-04 NA
"694" 2016-02-05 NA
"695" 2016-02-06 NA
"696" 2016-02-07 NA
"697" 2016-02-08 1
"698" 2016-02-09 NA
"699" 2016-02-10 NA
"700" 2016-02-11 NA
"701" 2016-02-12 NA
"702" 2016-02-13 NA
"703" 2016-02-14 NA
"704" 2016-02-15 NA
"705" 2016-02-16 NA
"706" 2016-02-17 NA
"707" 2016-02-18 NA
"708" 2016-02-19 NA
"709" 2016-02-20 NA
"710" 2016-02-21 NA
"711" 2016-02-22 NA
"712" 2016-02-23 NA
"713" 2016-02-24 NA
"714" 2016-02-25 NA
"715" 2016-02-26 NA
"716" 2016-02-27 NA
"717" 2016-02-28 NA
"718" 2016-02-29 NA
"719" 2016-03-01 NA
"720" 2016-03-02 NA
"721" 2016-03-03 NA
"722" 2016-03-04 NA
"723" 2016-03-05 NA
"724" 2016-03-06 NA
"725" 2016-03-07 NA
"726" 2016-03-08 NA
"727" 2016-03-09 NA
"728" 2016-03-10 NA
"729" 2016-03-11 NA
"730" 2016-03-12 NA
"731" 2016-03-13 NA
"732" 2016-03-14 NA
"733" 2016-03-15 NA
"734" 2016-03-16 NA
"735" 2016-03-17 NA
"736" 2016-03-18 NA
"737" 2016-03-19 NA
"738" 2016-03-20 NA
"739" 2016-03-21 13
"740" 2016-03-22 NA
"741" 2016-03-23 NA
"742" 2016-03-24 NA
"743" 2016-03-25 NA
"744" 2016-03-26 7
"745" 2016-03-27 NA
"746" 2016-03-28 NA
"747" 2016-03-29 NA
"748" 2016-03-30 NA
"749" 2016-03-31 NA
"750" 2016-04-01 NA
"751" 2016-04-02 NA
"752" 2016-04-03 NA
"753" 2016-04-04 3
"754" 2016-04-05 NA
"755" 2016-04-06 NA
"756" 2016-04-07 NA
"757" 2016-04-08 NA
"758" 2016-04-09 NA
"759" 2016-04-10 NA
"760" 2016-04-11 NA
"761" 2016-04-12 3
"762" 2016-04-13 NA
"763" 2016-04-14 NA
"764" 2016-04-15 NA
"765" 2016-04-16 NA
"766" 2016-04-17 120
"767" 2016-04-18 NA
"768" 2016-04-19 NA
"769" 2016-04-20 20
"770" 2016-04-21 8
"771" 2016-04-22 NA
"772" 2016-04-23 61
"773" 2016-04-24 78
"774" 2016-04-25 NA
"775" 2016-04-26 NA
