"Date" "Value"
"696" 2011-12-14 NA
"697" 2011-12-15 NA
"698" 2011-12-16 NA
"699" 2011-12-17 NA
"700" 2011-12-18 NA
"701" 2011-12-19 NA
"702" 2011-12-20 NA
"703" 2011-12-21 NA
"704" 2011-12-22 NA
"705" 2011-12-23 NA
"706" 2011-12-24 NA
"707" 2011-12-25 NA
"708" 2011-12-26 NA
"709" 2011-12-27 NA
"710" 2011-12-28 NA
"711" 2011-12-29 NA
"712" 2011-12-30 NA
"713" 2011-12-31 NA
"714" 2012-01-01 NA
"715" 2012-01-02 40
"716" 2012-01-03 NA
"717" 2012-01-04 NA
"718" 2012-01-05 22
"719" 2012-01-06 NA
"720" 2012-01-07 NA
"721" 2012-01-08 NA
"722" 2012-01-09 NA
"723" 2012-01-10 NA
"724" 2012-01-11 NA
"725" 2012-01-12 NA
"726" 2012-01-13 NA
"727" 2012-01-14 62
"728" 2012-01-15 NA
"729" 2012-01-16 NA
"730" 2012-01-17 NA
"731" 2012-01-18 NA
"732" 2012-01-19 NA
"733" 2012-01-20 NA
"734" 2012-01-21 NA
"735" 2012-01-22 NA
"736" 2012-01-23 NA
"737" 2012-01-24 8
"738" 2012-01-25 NA
"739" 2012-01-26 NA
"740" 2012-01-27 NA
"741" 2012-01-28 NA
"742" 2012-01-29 NA
"743" 2012-01-30 NA
"744" 2012-01-31 NA
"745" 2012-02-01 NA
"746" 2012-02-02 NA
"747" 2012-02-03 NA
"748" 2012-02-04 NA
"749" 2012-02-05 NA
"750" 2012-02-06 NA
"751" 2012-02-07 NA
"752" 2012-02-08 NA
"753" 2012-02-09 62
"754" 2012-02-10 NA
"755" 2012-02-11 5
"756" 2012-02-12 NA
"757" 2012-02-13 NA
"758" 2012-02-14 NA
"759" 2012-02-15 NA
"760" 2012-02-16 NA
"761" 2012-02-17 NA
"762" 2012-02-18 NA
"763" 2012-02-19 NA
"764" 2012-02-20 NA
"765" 2012-02-21 NA
"766" 2012-02-22 NA
"767" 2012-02-23 NA
"768" 2012-02-24 NA
"769" 2012-02-25 NA
"770" 2012-02-26 NA
"771" 2012-02-27 NA
"772" 2012-02-28 101
"773" 2012-02-29 NA
"774" 2012-03-01 NA
"775" 2012-03-02 NA
"776" 2012-03-03 NA
"777" 2012-03-04 NA
"778" 2012-03-05 NA
"779" 2012-03-06 NA
"780" 2012-03-07 NA
"781" 2012-03-08 NA
"782" 2012-03-09 NA
"783" 2012-03-10 40
"784" 2012-03-11 NA
"785" 2012-03-12 NA
"786" 2012-03-13 NA
"787" 2012-03-14 NA
